Job Title,Company,Location,Country,Flag,Tier,Search Keyword,Posted Date,Crawl Date,Source,Easy Apply,Remote / Workplace,Match Score,Visa Sponsorship Mentioned,Required Skills,Resume File Path,Applied Status,Notes,Job URL,City,City Openings
Plateform - Zero Zero - Chefe de Turno - Parque das Nações,Plateform,"Plateform
Lisboa",Portugal,🇵🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=4115414024adf3f5,"Plateform
Lisboa",3
Senior IoT Platform Engineer,Siemens Energy,"Siemens Energy
Amadora",Portugal,🇵🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=7749fad0333bedcf,"Siemens Energy
Amadora",1
Software Engineer - Back End,FARFETCH,"FARFETCH
Porto",Portugal,🇵🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=9fd61175ec79ea39,"FARFETCH
Porto",1
Lead Site Reliability Engineer,Avalara,"Avalara
Zdalnie",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=520150cae260bd77,"Avalara
Zdalnie",1
Middle DevOps Engineer,Crystal Intelligence,"Crystal Intelligence
Zdalnie in Warszawa, mazowieckie",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=dfae46a8e98e2731,"Crystal Intelligence
Zdalnie in Warszawa",1
IT Developer (M/F/D),DSV,"DSV
02-677 Warszawa",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=f3b86d37839d4f77,"DSV
02-677 Warszawa",1
Infrastructure Solution Architect (f/m/x),Sii,"Sii
Hybrydowo in 54-207 Wrocław",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=a2f27a1143c7b36a,"Sii
Hybrydowo in 54-207 Wrocław",1
Cloud Architect – Azure / AWS / Databricks,Integral Solutions sp. z o.o.,"Integral Solutions sp. z o.o.
Warszawa, mazowieckie",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Azure",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=6232cefe3725e3ef,"Integral Solutions sp. z o.o.
Warszawa",3
DevOps Engineer – Azure / Databricks / AWS,Integral Solutions sp. z o.o.,"Integral Solutions sp. z o.o.
Warszawa, mazowieckie",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Azure",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=6a29c490912aba7a,"Integral Solutions sp. z o.o.
Warszawa",3
"Senior Software Engineer, Google Kubernetes Engine",Google,"Google
Warszawa, mazowieckie",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,Kubernetes,Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=ef27088cf8efe65e,"Google
Warszawa",3
Senior AWS DevOps Engineer,"EPAM Systems, Inc.","EPAM Systems, Inc.
Hybrydowo",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,AWS,Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=1c636de686183b01,EPAM Systems,5
Senior Azure DevOps Engineer,"EPAM Systems, Inc.","EPAM Systems, Inc.
Hybrydowo",Poland,🇵🇱,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=408e907ce604e09e,EPAM Systems,5
"Capacity Management Lead, Forward Deployed Engineering, Google Cloud",Google,"Google
Warszawa, mazowieckie",Poland,🇵🇱,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=ce28a921c4de4dc1,"Google
Warszawa",3
Data Engineer,SCALO,"SCALO
Hybrydowo in Warszawa, mazowieckie",Poland,🇵🇱,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=141ad675e9e0bf0b,"SCALO
Hybrydowo in Warszawa",1
Data Engineer – Azure / Databricks / AWS,Integral Solutions sp. z o.o.,"Integral Solutions sp. z o.o.
Warszawa, mazowieckie",Poland,🇵🇱,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Azure",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=a71aac1643075661,"Integral Solutions sp. z o.o.
Warszawa",3
"Senior Software Engineering Manager, Emergent AI Infrastructure",Google,"Google
Warszawa, mazowieckie",Poland,🇵🇱,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=77669f287c42916e,"Google
Warszawa",3
Senior AI Engineer,SCALO,"SCALO
Zdalnie in Warszawa, mazowieckie",Poland,🇵🇱,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=a60cb1a83371fd6a,"SCALO
Zdalnie in Warszawa",1
Principal Site Reliability Engineer,ABC Fitness,"ABC Fitness
00-071 Warszawa",Poland,🇵🇱,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=1b384f041dae794f,"ABC Fitness
00-071 Warszawa",1
Manager Site Reliability Engineering,Sabre,"Sabre
Hybrydowo in Kraków, małopolskie",Poland,🇵🇱,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=4fbe5e88e9290bf3,"Sabre
Hybrydowo in Kraków",1
Senior Site Reliability Engineer,SolarWinds,"SolarWinds
Hybrydowo in Kraków, małopolskie",Poland,🇵🇱,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=4b8844d184fa78d9,"SolarWinds
Hybrydowo in Kraków",1
Senior Site Reliability Engineer (remote within EMEA),FYUL,"FYUL
Zdalnie in Warszawa, mazowieckie",Poland,🇵🇱,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=5e6727a53e6e3d1a,"FYUL
Zdalnie in Warszawa",1
Senior Software Engineer,Relativity,"Relativity
Kraków, małopolskie",Poland,🇵🇱,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=e1d582c187d23e0e,"Relativity
Kraków",1
Engineer Manager - Platform,Vonage,"Vonage
Wrocław, dolnośląskie",Poland,🇵🇱,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=312c189f2b8b3c4a,"Vonage
Wrocław",1
Inbound Sales Specialist,Woodpecker.co,"Woodpecker.co
Zdalnie in Wrocław, dolnośląskie",Poland,🇵🇱,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=a9c462b9ba3c3525,"Woodpecker.co
Zdalnie in Wrocław",1
Software Engineering Manager,Frontiers Media,"Frontiers Media
Zdalnie in Warszawa, mazowieckie",Poland,🇵🇱,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=dd6517b278e5028d,"Frontiers Media
Zdalnie in Warszawa",1
Praktyki All-Techclusive | Cloud Data Engineer,PwC,"PwC
Hybrydowo in 00-633 Warszawa",Poland,🇵🇱,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=bab273635a084844,"PwC
Hybrydowo in 00-633 Warszawa",1
EY GDS Poland NextGen Talent Internship - Junior Data Engineer,EY,"EY
Hybrydowo in Katowice, śląskie",Poland,🇵🇱,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=c8040c0d4982f5c0,"EY
Hybrydowo in Katowice",1
Forward Deployed Engineer - Polish Speaking,Salesforce,"Salesforce
Warszawa, mazowieckie",Poland,🇵🇱,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,https://www.indeed.com/viewjob?jk=35262678e905cbf8,"Salesforce
Warszawa",1
Lead Platform Engineer New,Lighthouse Intelligence Ltd.,"Lighthouse Intelligence Ltd.
Remote in Ghent",Belgium,🇧🇪,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,https://www.indeed.com/viewjob?jk=139b2e3816a9ebce,"Lighthouse Intelligence Ltd.
Remote in Ghent",1
Senior DevOps / Platform Engineer,OpenVPN,"OpenVPN
Remote in Brussels",Belgium,🇧🇪,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,https://www.indeed.com/viewjob?jk=dbcfec093be157be,"OpenVPN
Remote in Brussels",1
Staff Core Platform Engineer,n8n,"n8n
Remote in Belgium",Belgium,🇧🇪,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,https://www.indeed.com/viewjob?jk=6e6873ed653141b0,"n8n
Remote in Belgium",2
Senior Frontend Platform Engineer,n8n,"n8n
Remote in Belgium",Belgium,🇧🇪,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,https://www.indeed.com/viewjob?jk=57e0c3df10af11eb,"n8n
Remote in Belgium",2
Build and Release Engineer Consultant,Keystone Solutions,"Keystone Solutions
Brussels",Belgium,🇧🇪,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,https://www.indeed.com/viewjob?jk=a9d970f90ae34ebf,"Keystone Solutions
Brussels",1
"Senior Cloud Consultant - Data & AI Engineer (f/m/d, 4-Days-Week), German Speaking",Auvaria Group GmbH,"Auvaria Group GmbH
Wien, W",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=b8a3a56b5ee337af,"Auvaria Group GmbH
Wien",1
DevOps-Engineer | m/w/d,pixelpoint multimedia werbe GmbH,"pixelpoint multimedia werbe GmbH
Klagenfurt am Wörthersee, K",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=b8d1753666f0b87e,"pixelpoint multimedia werbe GmbH
Klagenfurt am Wörthersee",1
Senior DevOps Consultant,DL Remote,"DL Remote
Homeoffice in Linz, OÖ",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=db5c7dd7b9cc5d1e,"DL Remote
Homeoffice in Linz",1
Applied AI Engineer (all genders),Accenture,"Accenture
Wien, W",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=1b94a51b7cfbab60,"Accenture
Wien",1
Go Developer (all genders),Genetec,"Genetec
Wien, W",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=dff12ec9a5e0141e,"Genetec
Wien",1
Senior Product Manager (Enterprise),n8n,"n8n
Homeoffice in Österreich",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=0142cc781de680a4,"n8n
Homeoffice in Österreich",4
Junior Research Engineer (f/m/d) in AI for Cyber Threat Intelligence (Part-Time/Full-Time),Austrian Institute of Technology,"Austrian Institute of Technology
Wien, W",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=a5f07956c4fdbe38,"Austrian Institute of Technology
Wien",1
"Software Dev Engineer (DevOps), Amazon Prime Air",Amazon Development Center Austria GmbH,"Amazon Development Center Austria GmbH
Graz, ST",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=950f9c39e4bb8232,"Amazon Development Center Austria GmbH
Graz",1
Senior AI Engineer (f/m/d),Siemens,"Siemens
Wien, W",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=e0dc153ff7a99b63,"Siemens
Wien",1
DevOps / AgentOps Engineer | AI Transformation (w/m/d),EY,"EY
Wien, W",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=90923567ed226f76,"EY
Wien",1
Cloud Platform Engineer,DL Remote,"DL Remote
Homeoffice in Wien, W",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=8e8e36e63853dca3,"DL Remote
Homeoffice in Wien",1
Product Engineer (m/f/d),pplwise,"pplwise
Wien, W",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=28df3b57bed2ca06,"pplwise
Wien",1
Teamleiter*in Datenmanagement & Analytics,Wien Energie GmbH,"Wien Energie GmbH
Österreich",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=fa8c9d6152b9257b,"Wien Energie GmbH
Österreich",1
Senior / Principal Presales Consultant (m/f/d) Cybersecurity,primion Technology GmbH,"primion Technology GmbH
Homeoffice in Graz, ST",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=75bc5e20926caefd,"primion Technology GmbH
Homeoffice in Graz",1
Senior Microsoft Infrastructure Architect,DL Remote,"DL Remote
Innsbruck, T",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=c0acccfdd8036b59,"DL Remote
Innsbruck",1
Data Engineer (w/m/d),Raiffeisenlandesbank Niederösterreich-Wien AG,"Raiffeisenlandesbank Niederösterreich-Wien AG
Wien, W",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=218d7932decbb2aa,"Raiffeisenlandesbank Niederösterreich-Wien AG
Wien",1
Staff Core Platform Engineer,n8n,"n8n
Homeoffice in Österreich",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=b70eb6994318bcf9,"n8n
Homeoffice in Österreich",4
Senior Frontend Platform Engineer,n8n,"n8n
Homeoffice in Österreich",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=a7dbdf30f3f310a1,"n8n
Homeoffice in Österreich",4
Staff Engineer GaN Technology Development (f/m/div),Infineon Technologies AG,"Infineon Technologies AG
Villach, K",Austria,🇦🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=6a7cfa8154924f2e,"Infineon Technologies AG
Villach",1
Agile Delivery Coordinator,ComeOn Group,"ComeOn Group
Homeoffice in Graz, ST",Austria,🇦🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=d87709e6f3b11afc,"ComeOn Group
Homeoffice in Graz",1
Internship Cybersecurity Automation Analyst (all genders),Erste Group Bank AG,"Erste Group Bank AG
Homeoffice in Wien, W",Austria,🇦🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=8771803d1aa6e510,"Erste Group Bank AG
Homeoffice in Wien",1
Global Director of Revenue Enablement (Remote Europe or East Coast),n8n,"n8n
Homeoffice in Österreich",Austria,🇦🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=7238f0bb9344e330,"n8n
Homeoffice in Österreich",4
AI Software Architect,TeamViewer Germany GmbH,"TeamViewer Germany GmbH
Linz, OÖ",Austria,🇦🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=33ca2cd2ab80d9df,"TeamViewer Germany GmbH
Linz",1
(Senior) Data Analytics Engineer (m/w/d),dataformers,"dataformers
Linz, OÖ",Austria,🇦🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=44cdc1674806328f,"dataformers
Linz",1
"Senior Software Engineer, Windows/Desktop Applications - Vienna, Austria",Speechify,"Speechify
Homeoffice in Wien, W",Austria,🇦🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.indeed.com/viewjob?jk=08470af0ff13ee1b,"Speechify
Homeoffice in Wien",1
Data Engineer,Endava,"Endava
Kuala Lumpur",Malaysia,🇲🇾,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,https://www.indeed.com/viewjob?jk=0657777da7d11f2f,"Endava
Kuala Lumpur",1
SDET (Software Development Engineer in Test) – Banking,Erudite Innovation Sdn Bhd,"Erudite Innovation Sdn Bhd
Bangi",Malaysia,🇲🇾,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,https://www.indeed.com/viewjob?jk=9095d9225e097edc,"Erudite Innovation Sdn Bhd
Bangi",3
"Lead Engineer, Fullstack",TechStreet,"TechStreet
Kuala Lumpur",Malaysia,🇲🇾,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,https://www.indeed.com/viewjob?jk=43ddc1ecb78cb4f1,"TechStreet
Kuala Lumpur",1
ETL Tester - Banking,Erudite Innovation Sdn Bhd,"Erudite Innovation Sdn Bhd
Bangi",Malaysia,🇲🇾,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,https://www.indeed.com/viewjob?jk=e227f7555aad891d,"Erudite Innovation Sdn Bhd
Bangi",3
